glass_type,method,k,iteration,ari,selected_features,feature_jaccard,failed,failure_reason
高钾,Ward,5,611,0.4742792538157151,Al2O3+SiO2+K2O+P2O5,0.8,0,
高钾,Ward,2,612,0.47761194029850745,CaO+CuO+P2O5,0.3333333333333333,0,
高钾,Ward,3,612,0.5454545454545454,CaO+CuO+P2O5,0.3333333333333333,0,
高钾,Ward,4,612,0.6153846153846154,CaO+CuO+P2O5,0.3333333333333333,0,
高钾,Ward,5,612,0.36335403726708076,CaO+CuO+P2O5,0.3333333333333333,0,
高钾,Ward,2,613,1.0,Al2O3+K2O+P2O5+SiO2,0.8,0,
高钾,Ward,3,613,1.0,Al2O3+K2O+P2O5+SiO2,0.8,0,
高钾,Ward,4,613,0.5972027972027972,Al2O3+K2O+P2O5+SiO2,0.8,0,
高钾,Ward,5,613,0.4786995515695067,Al2O3+K2O+P2O5+SiO2,0.8,0,
高钾,Ward,2,614,1.0,SiO2+P2O5+Al2O3+K2O,0.8,0,
高钾,Ward,3,614,0.425754060324826,SiO2+P2O5+Al2O3+K2O,0.8,0,
高钾,Ward,4,614,1.0,SiO2+P2O5+Al2O3+K2O,0.8,0,
高钾,Ward,5,614,0.5907928388746803,SiO2+P2O5+Al2O3+K2O,0.8,0,
高钾,Ward,2,615,0.0924092409240924,K2O+Fe2O3+Al2O3+SiO2+P2O5,0.6666666666666666,0,
高钾,Ward,3,615,0.38524590163934425,K2O+Fe2O3+Al2O3+SiO2+P2O5,0.6666666666666666,0,
高钾,Ward,4,615,0.5261599210266535,K2O+Fe2O3+Al2O3+SiO2+P2O5,0.6666666666666666,0,
高钾,Ward,5,615,0.43356643356643354,K2O+Fe2O3+Al2O3+SiO2+P2O5,0.6666666666666666,0,
高钾,Ward,2,616,1.0,K2O+SiO2+CuO+Fe2O3,0.5,0,
高钾,Ward,3,616,0.6601529311809685,K2O+SiO2+CuO+Fe2O3,0.5,0,
高钾,Ward,4,616,0.6081771720613288,K2O+SiO2+CuO+Fe2O3,0.5,0,
高钾,Ward,5,616,0.39226519337016574,K2O+SiO2+CuO+Fe2O3,0.5,0,
高钾,Ward,2,617,1.0,Al2O3+K2O+SiO2,0.6,0,
高钾,Ward,3,617,0.7329624478442281,Al2O3+K2O+SiO2,0.6,0,
高钾,Ward,4,617,0.370125974805039,Al2O3+K2O+SiO2,0.6,0,
高钾,Ward,5,617,0.5882352941176471,Al2O3+K2O+SiO2,0.6,0,
高钾,Ward,2,618,0.0924092409240924,SiO2+Fe2O3+P2O5,0.3333333333333333,0,
高钾,Ward,3,618,0.493006993006993,SiO2+Fe2O3+P2O5,0.3333333333333333,0,
高钾,Ward,4,618,0.5111647555823778,SiO2+Fe2O3+P2O5,0.3333333333333333,0,
高钾,Ward,5,618,0.7204968944099379,SiO2+Fe2O3+P2O5,0.3333333333333333,0,
高钾,Ward,2,619,1.0,SiO2+CaO+Al2O3,0.3333333333333333,0,
高钾,Ward,3,619,0.19977771603223118,SiO2+CaO+Al2O3,0.3333333333333333,0,
高钾,Ward,4,619,0.16597164303586323,SiO2+CaO+Al2O3,0.3333333333333333,0,
高钾,Ward,5,619,0.16481069042316257,SiO2+CaO+Al2O3,0.3333333333333333,0,
高钾,Ward,2,620,0.6926229508196722,K2O+Al2O3+P2O5,0.6,0,
高钾,Ward,3,620,0.25,K2O+Al2O3+P2O5,0.6,0,
高钾,Ward,4,620,0.24837388581064804,K2O+Al2O3+P2O5,0.6,0,
高钾,Ward,5,620,0.26406926406926406,K2O+Al2O3+P2O5,0.6,0,
高钾,Ward,2,621,0.20081967213114754,SiO2+SrO+Al2O3+P2O5,0.5,0,
高钾,Ward,3,621,0.31528662420382164,SiO2+SrO+Al2O3+P2O5,0.5,0,
高钾,Ward,4,621,0.286321155480034,SiO2+SrO+Al2O3+P2O5,0.5,0,
高钾,Ward,5,621,0.38073394495412843,SiO2+SrO+Al2O3+P2O5,0.5,0,
高钾,Ward,2,622,1.0,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,3,622,0.5509977827050998,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,4,622,0.6710526315789473,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,5,622,0.5714285714285714,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,2,623,0.35,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,3,623,0.336734693877551,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,4,623,0.4550408719346049,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,5,623,0.4973821989528796,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,2,624,0.5300699300699301,Al2O3+P2O5+CaO+K2O,0.5,0,
高钾,Ward,3,624,0.7669902912621359,Al2O3+P2O5+CaO+K2O,0.5,0,
高钾,Ward,4,624,0.7779833487511564,Al2O3+P2O5+CaO+K2O,0.5,0,
高钾,Ward,5,624,0.6487804878048781,Al2O3+P2O5+CaO+K2O,0.5,0,
高钾,Ward,2,625,1.0,CaO+SiO2+K2O,0.3333333333333333,0,
高钾,Ward,3,625,0.5,CaO+SiO2+K2O,0.3333333333333333,0,
高钾,Ward,4,625,0.2995391705069124,CaO+SiO2+K2O,0.3333333333333333,0,
高钾,Ward,5,625,0.29523809523809524,CaO+SiO2+K2O,0.3333333333333333,0,
高钾,Ward,2,626,0.2,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,3,626,0.5404411764705882,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,4,626,0.5216836734693877,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,5,626,0.3348623853211009,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,2,627,0.75,K2O+CaO+CuO+P2O5,0.5,0,
高钾,Ward,3,627,0.7637130801687764,K2O+CaO+CuO+P2O5,0.5,0,
高钾,Ward,4,627,0.5426561125769569,K2O+CaO+CuO+P2O5,0.5,0,
高钾,Ward,5,627,0.5384615384615384,K2O+CaO+CuO+P2O5,0.5,0,
高钾,Ward,2,628,0.08333333333333333,SiO2+Fe2O3+CuO+P2O5,0.5,0,
高钾,Ward,3,628,0.1206896551724138,SiO2+Fe2O3+CuO+P2O5,0.5,0,
高钾,Ward,4,628,0.2011577424023155,SiO2+Fe2O3+CuO+P2O5,0.5,0,
高钾,Ward,5,628,0.281767955801105,SiO2+Fe2O3+CuO+P2O5,0.5,0,
高钾,Ward,2,629,0.21052631578947367,SiO2+Al2O3,0.4,0,
高钾,Ward,3,629,0.4198895027624309,SiO2+Al2O3,0.4,0,
高钾,Ward,4,629,0.5607321131447587,SiO2+Al2O3,0.4,0,
高钾,Ward,5,629,0.46884576098059244,SiO2+Al2O3,0.4,0,
高钾,Ward,2,630,0.47761194029850745,Al2O3+SiO2+P2O5+MgO,0.5,0,
高钾,Ward,3,630,0.25311203319502074,Al2O3+SiO2+P2O5+MgO,0.5,0,
高钾,Ward,4,630,0.6258134490238612,Al2O3+SiO2+P2O5+MgO,0.5,0,
高钾,Ward,5,630,0.6598272138228942,Al2O3+SiO2+P2O5+MgO,0.5,0,
高钾,Ward,2,631,1.0,CuO+SiO2+Al2O3,0.6,0,
高钾,Ward,3,631,0.40380899806789955,CuO+SiO2+Al2O3,0.6,0,
高钾,Ward,4,631,0.3097184377838329,CuO+SiO2+Al2O3,0.6,0,
高钾,Ward,5,631,0.3755739210284665,CuO+SiO2+Al2O3,0.6,0,
高钾,Ward,2,632,0.35,Al2O3+SiO2+CuO,0.6,0,
高钾,Ward,3,632,0.44754464285714285,Al2O3+SiO2+CuO,0.6,0,
高钾,Ward,4,632,0.49473684210526314,Al2O3+SiO2+CuO,0.6,0,
高钾,Ward,5,632,0.24025974025974026,Al2O3+SiO2+CuO,0.6,0,
高钾,Ward,2,633,0.5333333333333333,SiO2+P2O5+CuO,0.6,0,
高钾,Ward,3,633,0.3333333333333333,SiO2+P2O5+CuO,0.6,0,
高钾,Ward,4,633,0.26666666666666666,SiO2+P2O5+CuO,0.6,0,
高钾,Ward,5,633,0.29927007299270075,SiO2+P2O5+CuO,0.6,0,
高钾,Ward,2,634,0.08333333333333333,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,3,634,0.06462585034013606,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,4,634,0.15879305089911613,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,5,634,0.2579119679883594,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,2,635,0.7311827956989247,Al2O3+K2O+CuO+P2O5,0.8,0,
高钾,Ward,3,635,0.7377622377622378,Al2O3+K2O+CuO+P2O5,0.8,0,
高钾,Ward,4,635,0.627831715210356,Al2O3+K2O+CuO+P2O5,0.8,0,
高钾,Ward,5,635,0.2847888053899974,Al2O3+K2O+CuO+P2O5,0.8,0,
高钾,Ward,2,636,1.0,K2O+SiO2+P2O5+CuO,0.8,0,
高钾,Ward,3,636,0.8160535117056856,K2O+SiO2+P2O5+CuO,0.8,0,
高钾,Ward,4,636,0.9333888426311407,K2O+SiO2+P2O5+CuO,0.8,0,
高钾,Ward,5,636,0.5431472081218274,K2O+SiO2+P2O5+CuO,0.8,0,
高钾,Ward,2,637,1.0,SiO2+K2O+MgO,0.3333333333333333,0,
高钾,Ward,3,637,0.5249406175771971,SiO2+K2O+MgO,0.3333333333333333,0,
高钾,Ward,4,637,0.33090909090909093,SiO2+K2O+MgO,0.3333333333333333,0,
高钾,Ward,5,637,0.17567567567567569,SiO2+K2O+MgO,0.3333333333333333,0,
高钾,Ward,2,638,-0.06779661016949153,K2O+MgO+Fe2O3+Al2O3+CaO,0.25,0,
高钾,Ward,3,638,0.5477792732166891,K2O+MgO+Fe2O3+Al2O3+CaO,0.25,0,
高钾,Ward,4,638,0.38629389703375383,K2O+MgO+Fe2O3+Al2O3+CaO,0.25,0,
高钾,Ward,5,638,0.5935265336846067,K2O+MgO+Fe2O3+Al2O3+CaO,0.25,0,
高钾,Ward,2,639,-0.12903225806451613,Fe2O3+SiO2+CuO,0.3333333333333333,0,
高钾,Ward,3,639,0.07207953603976802,Fe2O3+SiO2+CuO,0.3333333333333333,0,
高钾,Ward,4,639,0.14209115281501342,Fe2O3+SiO2+CuO,0.3333333333333333,0,
高钾,Ward,5,639,0.114321608040201,Fe2O3+SiO2+CuO,0.3333333333333333,0,
高钾,Ward,2,640,1.0,K2O+SiO2+P2O5+CuO,0.8,0,
高钾,Ward,3,640,0.8160535117056856,K2O+SiO2+P2O5+CuO,0.8,0,
高钾,Ward,4,640,0.9333888426311407,K2O+SiO2+P2O5+CuO,0.8,0,
高钾,Ward,5,640,0.4397283531409168,K2O+SiO2+P2O5+CuO,0.8,0,
高钾,Ward,2,641,1.0,Al2O3+SiO2+K2O+MgO+P2O5,0.6666666666666666,0,
高钾,Ward,3,641,0.6102841677943166,Al2O3+SiO2+K2O+MgO+P2O5,0.6666666666666666,0,
高钾,Ward,4,641,0.41294964028776976,Al2O3+SiO2+K2O+MgO+P2O5,0.6666666666666666,0,
高钾,Ward,5,641,0.5290697674418605,Al2O3+SiO2+K2O+MgO+P2O5,0.6666666666666666,0,
高钾,Ward,2,642,0.35359116022099446,SiO2+Fe2O3+CuO+P2O5,0.5,0,
高钾,Ward,3,642,0.2448700410396717,SiO2+Fe2O3+CuO+P2O5,0.5,0,
高钾,Ward,4,642,0.3802008608321377,SiO2+Fe2O3+CuO+P2O5,0.5,0,
高钾,Ward,5,642,0.48028673835125446,SiO2+Fe2O3+CuO+P2O5,0.5,0,
高钾,Ward,2,643,1.0,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,3,643,0.4582043343653251,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,4,643,0.3546607832322118,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,5,643,0.45484581497797355,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,2,644,0.51931330472103,Fe2O3+SiO2+Al2O3+P2O5+CuO,0.6666666666666666,0,
高钾,Ward,3,644,0.7339983374896093,Fe2O3+SiO2+Al2O3+P2O5+CuO,0.6666666666666666,0,
高钾,Ward,4,644,0.7484628283957518,Fe2O3+SiO2+Al2O3+P2O5+CuO,0.6666666666666666,0,
高钾,Ward,5,644,0.8139797068771139,Fe2O3+SiO2+Al2O3+P2O5+CuO,0.6666666666666666,0,
高钾,Ward,2,645,-0.08333333333333333,Al2O3+P2O5+K2O,0.6,0,
高钾,Ward,3,645,0.09066305818673884,Al2O3+P2O5+K2O,0.6,0,
高钾,Ward,4,645,0.04738641914997557,Al2O3+P2O5+K2O,0.6,0,
高钾,Ward,5,645,0.22969187675070027,Al2O3+P2O5+K2O,0.6,0,
高钾,Ward,2,646,-0.06779661016949153,Fe2O3+P2O5+SiO2+CuO,0.5,0,
高钾,Ward,3,646,-0.017241379310344827,Fe2O3+P2O5+SiO2+CuO,0.5,0,
高钾,Ward,4,646,0.048223350253807105,Fe2O3+P2O5+SiO2+CuO,0.5,0,
高钾,Ward,5,646,0.13131313131313133,Fe2O3+P2O5+SiO2+CuO,0.5,0,
高钾,Ward,2,647,0.75,CuO+P2O5+K2O+Fe2O3,0.5,0,
高钾,Ward,3,647,0.4034090909090909,CuO+P2O5+K2O+Fe2O3,0.5,0,
高钾,Ward,4,647,0.6522269676632093,CuO+P2O5+K2O+Fe2O3,0.5,0,
高钾,Ward,5,647,0.7041420118343196,CuO+P2O5+K2O+Fe2O3,0.5,0,
高钾,Ward,2,648,1.0,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,3,648,0.22746781115879827,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,4,648,0.06462585034013606,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,5,648,0.15420023014959724,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,2,649,1.0,K2O+SiO2+Al2O3+CuO,0.8,0,
高钾,Ward,3,649,0.8170731707317073,K2O+SiO2+Al2O3+CuO,0.8,0,
高钾,Ward,4,649,0.7508305647840532,K2O+SiO2+Al2O3+CuO,0.8,0,
高钾,Ward,5,649,0.34011547979103657,K2O+SiO2+Al2O3+CuO,0.8,0,
高钾,Ward,2,650,0.5300699300699301,CuO+SiO2+P2O5,0.6,0,
高钾,Ward,3,650,0.37841726618705035,CuO+SiO2+P2O5,0.6,0,
高钾,Ward,4,650,0.3381712626995646,CuO+SiO2+P2O5,0.6,0,
高钾,Ward,5,650,0.2037037037037037,CuO+SiO2+P2O5,0.6,0,
高钾,Ward,2,651,0.2,Fe2O3+CaO+SiO2,0.14285714285714285,0,
高钾,Ward,3,651,-0.001226993865030675,Fe2O3+CaO+SiO2,0.14285714285714285,0,
高钾,Ward,4,651,0.1483321504613201,Fe2O3+CaO+SiO2,0.14285714285714285,0,
高钾,Ward,5,651,0.10759934929119219,Fe2O3+CaO+SiO2,0.14285714285714285,0,
高钾,Ward,2,652,-0.11801242236024845,SiO2+Al2O3+P2O5,0.6,0,
高钾,Ward,3,652,0.6069868995633187,SiO2+Al2O3+P2O5,0.6,0,
高钾,Ward,4,652,0.6280642434488588,SiO2+Al2O3+P2O5,0.6,0,
高钾,Ward,5,652,0.625,SiO2+Al2O3+P2O5,0.6,0,
高钾,Ward,2,653,0.3389830508474576,P2O5+K2O+Al2O3,0.6,0,
高钾,Ward,3,653,0.17956656346749225,P2O5+K2O+Al2O3,0.6,0,
高钾,Ward,4,653,0.4148936170212766,P2O5+K2O+Al2O3,0.6,0,
高钾,Ward,5,653,0.33271547729379053,P2O5+K2O+Al2O3,0.6,0,
高钾,Ward,2,654,0.3564356435643564,Al2O3+SiO2+CaO+MgO,0.2857142857142857,0,
高钾,Ward,3,654,0.08668730650154799,Al2O3+SiO2+CaO+MgO,0.2857142857142857,0,
高钾,Ward,4,654,0.15609487038058467,Al2O3+SiO2+CaO+MgO,0.2857142857142857,0,
高钾,Ward,5,654,0.35678944474986257,Al2O3+SiO2+CaO+MgO,0.2857142857142857,0,
高钾,Ward,2,655,0.7457627118644068,P2O5+Al2O3+CuO,0.6,0,
高钾,Ward,3,655,0.3887147335423197,P2O5+Al2O3+CuO,0.6,0,
高钾,Ward,4,655,0.43724137931034485,P2O5+Al2O3+CuO,0.6,0,
高钾,Ward,5,655,0.4706368899917287,P2O5+Al2O3+CuO,0.6,0,
高钾,Ward,2,656,1.0,Al2O3+SiO2+K2O+Fe2O3+CuO,0.6666666666666666,0,
高钾,Ward,3,656,0.40380899806789955,Al2O3+SiO2+K2O+Fe2O3+CuO,0.6666666666666666,0,
高钾,Ward,4,656,0.40545004128819156,Al2O3+SiO2+K2O+Fe2O3+CuO,0.6666666666666666,0,
高钾,Ward,5,656,0.32989690721649484,Al2O3+SiO2+K2O+Fe2O3+CuO,0.6666666666666666,0,
高钾,Ward,2,657,0.5352697095435685,SiO2+CuO,0.4,0,
高钾,Ward,3,657,0.22476446837146702,SiO2+CuO,0.4,0,
高钾,Ward,4,657,0.19416058394160585,SiO2+CuO,0.4,0,
高钾,Ward,5,657,0.16745506149479658,SiO2+CuO,0.4,0,
高钾,Ward,2,658,0.47761194029850745,K2O+Al2O3+SiO2+P2O5,0.8,0,
高钾,Ward,3,658,1.0,K2O+Al2O3+SiO2+P2O5,0.8,0,
高钾,Ward,4,658,0.4351464435146444,K2O+Al2O3+SiO2+P2O5,0.8,0,
高钾,Ward,5,658,0.36335403726708076,K2O+Al2O3+SiO2+P2O5,0.8,0,
高钾,Ward,2,659,,,,1,活动成分BaO没有正值，不能进行零替代
高钾,Ward,3,659,,,,1,活动成分BaO没有正值，不能进行零替代
高钾,Ward,4,659,,,,1,活动成分BaO没有正值，不能进行零替代
高钾,Ward,5,659,,,,1,活动成分BaO没有正值，不能进行零替代
高钾,Ward,2,660,0.2033195020746888,SiO2+P2O5+CuO,0.6,0,
高钾,Ward,3,660,0.35135135135135137,SiO2+P2O5+CuO,0.6,0,
高钾,Ward,4,660,0.5057962172056132,SiO2+P2O5+CuO,0.6,0,
高钾,Ward,5,660,0.7041420118343196,SiO2+P2O5+CuO,0.6,0,
高钾,Ward,2,661,0.21375921375921375,CaO+K2O+CuO+P2O5,0.5,0,
高钾,Ward,3,661,0.357429718875502,CaO+K2O+CuO+P2O5,0.5,0,
高钾,Ward,4,661,0.29176289453425713,CaO+K2O+CuO+P2O5,0.5,0,
高钾,Ward,5,661,0.28218465539661897,CaO+K2O+CuO+P2O5,0.5,0,
高钾,Ward,2,662,0.47761194029850745,SiO2+Al2O3+CaO+P2O5,0.5,0,
高钾,Ward,3,662,0.5643674951130969,SiO2+Al2O3+CaO+P2O5,0.5,0,
高钾,Ward,4,662,0.1905564924114671,SiO2+Al2O3+CaO+P2O5,0.5,0,
高钾,Ward,5,662,0.12778429073856976,SiO2+Al2O3+CaO+P2O5,0.5,0,
高钾,Ward,2,663,0.21052631578947367,CuO+MgO+Fe2O3,0.14285714285714285,0,
高钾,Ward,3,663,0.25,CuO+MgO+Fe2O3,0.14285714285714285,0,
高钾,Ward,4,663,-0.004784688995215311,CuO+MgO+Fe2O3,0.14285714285714285,0,
高钾,Ward,5,663,0.057971014492753624,CuO+MgO+Fe2O3,0.14285714285714285,0,
高钾,Ward,2,664,0.0,Al2O3+Fe2O3+SiO2,0.3333333333333333,0,
高钾,Ward,3,664,0.3087557603686636,Al2O3+Fe2O3+SiO2,0.3333333333333333,0,
高钾,Ward,4,664,0.3487394957983193,Al2O3+Fe2O3+SiO2,0.3333333333333333,0,
高钾,Ward,5,664,0.2618223760092272,Al2O3+Fe2O3+SiO2,0.3333333333333333,0,
高钾,Ward,2,665,0.5321637426900585,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,3,665,0.6375717305949864,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,4,665,0.5797516714422158,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,5,665,0.739413680781759,SiO2+CuO+P2O5,0.6,0,
高钾,Ward,2,666,0.6926229508196722,K2O+MgO+SiO2+CuO+P2O5,0.6666666666666666,0,
高钾,Ward,3,666,0.6991978609625669,K2O+MgO+SiO2+CuO+P2O5,0.6666666666666666,0,
高钾,Ward,4,666,0.4959306904699396,K2O+MgO+SiO2+CuO+P2O5,0.6666666666666666,0,
高钾,Ward,5,666,0.5283018867924528,K2O+MgO+SiO2+CuO+P2O5,0.6666666666666666,0,
高钾,Ward,2,667,1.0,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,3,667,0.21397379912663755,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,4,667,0.21165381319622964,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,5,667,0.10422049956933678,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,2,668,1.0,K2O+MgO+Al2O3+SiO2+PbO,0.42857142857142855,0,
高钾,Ward,3,668,0.32768924302788843,K2O+MgO+Al2O3+SiO2+PbO,0.42857142857142855,0,
高钾,Ward,4,668,0.17701863354037267,K2O+MgO+Al2O3+SiO2+PbO,0.42857142857142855,0,
高钾,Ward,5,668,0.1837782340862423,K2O+MgO+Al2O3+SiO2+PbO,0.42857142857142855,0,
高钾,Ward,2,669,-0.1111111111111111,K2O+P2O5+Fe2O3+CuO,0.5,0,
高钾,Ward,3,669,0.1037344398340249,K2O+P2O5+Fe2O3+CuO,0.5,0,
高钾,Ward,4,669,0.2844677137870855,K2O+P2O5+Fe2O3+CuO,0.5,0,
高钾,Ward,5,669,0.4297976701410178,K2O+P2O5+Fe2O3+CuO,0.5,0,
高钾,Ward,2,670,0.6926229508196722,MgO+Al2O3+CuO+P2O5,0.5,0,
高钾,Ward,3,670,0.7550306211723534,MgO+Al2O3+CuO+P2O5,0.5,0,
高钾,Ward,4,670,0.6160267111853088,MgO+Al2O3+CuO+P2O5,0.5,0,
高钾,Ward,5,670,0.8139797068771139,MgO+Al2O3+CuO+P2O5,0.5,0,
高钾,Ward,2,671,1.0,Al2O3+SiO2+CuO,0.6,0,
高钾,Ward,3,671,0.5524861878453039,Al2O3+SiO2+CuO,0.6,0,
高钾,Ward,4,671,0.8130258647553755,Al2O3+SiO2+CuO,0.6,0,
高钾,Ward,5,671,0.4922139471902505,Al2O3+SiO2+CuO,0.6,0,
高钾,Ward,2,672,1.0,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,3,672,0.28388746803069054,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,4,672,0.1710758377425044,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,5,672,0.2962962962962963,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,2,673,0.10714285714285714,SiO2+MgO+P2O5+CuO,0.5,0,
高钾,Ward,3,673,0.043522267206477734,SiO2+MgO+P2O5+CuO,0.5,0,
高钾,Ward,4,673,0.24981245311327832,SiO2+MgO+P2O5+CuO,0.5,0,
高钾,Ward,5,673,0.3333333333333333,SiO2+MgO+P2O5+CuO,0.5,0,
高钾,Ward,2,674,-0.1111111111111111,Fe2O3+SiO2+CuO+P2O5,0.5,0,
高钾,Ward,3,674,0.11862527716186252,Fe2O3+SiO2+CuO+P2O5,0.5,0,
高钾,Ward,4,674,0.055404178019981834,Fe2O3+SiO2+CuO+P2O5,0.5,0,
高钾,Ward,5,674,0.13793103448275862,Fe2O3+SiO2+CuO+P2O5,0.5,0,
高钾,Ward,2,675,0.5333333333333333,Al2O3+SiO2,0.4,0,
高钾,Ward,3,675,0.4679966749792186,Al2O3+SiO2,0.4,0,
高钾,Ward,4,675,0.27332782824112306,Al2O3+SiO2,0.4,0,
高钾,Ward,5,675,0.12685337726523888,Al2O3+SiO2,0.4,0,
高钾,Ward,2,676,0.08333333333333333,CuO+CaO+Al2O3,0.3333333333333333,0,
高钾,Ward,3,676,0.31666666666666665,CuO+CaO+Al2O3,0.3333333333333333,0,
高钾,Ward,4,676,0.4166666666666667,CuO+CaO+Al2O3,0.3333333333333333,0,
高钾,Ward,5,676,0.15418502202643172,CuO+CaO+Al2O3,0.3333333333333333,0,
高钾,Ward,2,677,1.0,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,3,677,0.357429718875502,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,4,677,0.8525345622119815,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,5,677,0.8488188976377953,SiO2+Al2O3+K2O,0.6,0,
高钾,Ward,2,678,-0.05,CaO+Fe2O3+K2O+CuO+P2O5,0.42857142857142855,0,
高钾,Ward,3,678,0.05,CaO+Fe2O3+K2O+CuO+P2O5,0.42857142857142855,0,
高钾,Ward,4,678,0.05,CaO+Fe2O3+K2O+CuO+P2O5,0.42857142857142855,0,
高钾,Ward,5,678,0.0783132530120482,CaO+Fe2O3+K2O+CuO+P2O5,0.42857142857142855,0,
高钾,Ward,2,679,0.21052631578947367,Fe2O3+SiO2+CuO,0.3333333333333333,0,
高钾,Ward,3,679,0.07156673114119923,Fe2O3+SiO2+CuO,0.3333333333333333,0,
高钾,Ward,4,679,0.05525846702317291,Fe2O3+SiO2+CuO,0.3333333333333333,0,
高钾,Ward,5,679,0.007352941176470588,Fe2O3+SiO2+CuO,0.3333333333333333,0,
高钾,Ward,2,680,0.5333333333333333,SiO2+Al2O3,0.4,0,
高钾,Ward,3,680,0.510061242344707,SiO2+Al2O3,0.4,0,
高钾,Ward,4,680,0.5932203389830508,SiO2+Al2O3,0.4,0,
高钾,Ward,5,680,0.5663265306122449,SiO2+Al2O3,0.4,0,
高钾,Ward,2,681,0.21375921375921375,Al2O3+SiO2+P2O5,0.6,0,
高钾,Ward,3,681,0.12294440093970242,Al2O3+SiO2+P2O5,0.6,0,
高钾,Ward,4,681,0.11741528762805359,Al2O3+SiO2+P2O5,0.6,0,
高钾,Ward,5,681,0.1724137931034483,Al2O3+SiO2+P2O5,0.6,0,
高钾,Ward,2,682,0.1759656652360515,CuO+Fe2O3+CaO+MgO,0.125,0,
高钾,Ward,3,682,0.6595744680851063,CuO+Fe2O3+CaO+MgO,0.125,0,
高钾,Ward,4,682,0.45996275605214154,CuO+Fe2O3+CaO+MgO,0.125,0,
高钾,Ward,5,682,0.29336188436830835,CuO+Fe2O3+CaO+MgO,0.125,0,
高钾,Ward,2,683,0.3564356435643564,K2O+CaO+P2O5,0.3333333333333333,0,
高钾,Ward,3,683,0.189873417721519,K2O+CaO+P2O5,0.3333333333333333,0,
高钾,Ward,4,683,0.11939034716342083,K2O+CaO+P2O5,0.3333333333333333,0,
高钾,Ward,5,683,0.41530524505588995,K2O+CaO+P2O5,0.3333333333333333,0,
高钾,Ward,2,684,0.75,Al2O3+SiO2+P2O5,0.6,0,
高钾,Ward,3,684,0.6868131868131868,Al2O3+SiO2+P2O5,0.6,0,
高钾,Ward,4,684,0.6927453769559033,Al2O3+SiO2+P2O5,0.6,0,
高钾,Ward,5,684,0.7368421052631579,Al2O3+SiO2+P2O5,0.6,0,
高钾,Ward,2,685,1.0,Al2O3+SiO2+K2O+P2O5,0.8,0,
高钾,Ward,3,685,0.9001386962552012,Al2O3+SiO2+K2O+P2O5,0.8,0,
高钾,Ward,4,685,0.5167785234899329,Al2O3+SiO2+K2O+P2O5,0.8,0,
高钾,Ward,5,685,0.34011547979103657,Al2O3+SiO2+K2O+P2O5,0.8,0,
高钾,Ward,2,686,-0.006993006993006993,SiO2+Fe2O3+CuO,0.3333333333333333,0,
高钾,Ward,3,686,0.15134370579915135,SiO2+Fe2O3+CuO,0.3333333333333333,0,
高钾,Ward,4,686,0.4759825327510917,SiO2+Fe2O3+CuO,0.3333333333333333,0,
高钾,Ward,5,686,0.4738490447854682,SiO2+Fe2O3+CuO,0.3333333333333333,0,
高钾,Ward,2,687,1.0,SiO2+CuO+Al2O3+P2O5,0.8,0,
高钾,Ward,3,687,0.8666666666666667,SiO2+CuO+Al2O3+P2O5,0.8,0,
高钾,Ward,4,687,0.6391752577319587,SiO2+CuO+Al2O3+P2O5,0.8,0,
