glass_type,method,k,iteration,ari,selected_features,feature_jaccard,failed,failure_reason
铅钡,Ward,2,75,0.0994671403197158,SiO2+P2O5+K2O+Al2O3+PbO+SrO+Fe2O3,0.5,0,
铅钡,Ward,3,75,0.10772983812614996,SiO2+P2O5+K2O+Al2O3+PbO+SrO+Fe2O3,0.5,0,
铅钡,Ward,4,75,0.290737148399612,SiO2+P2O5+K2O+Al2O3+PbO+SrO+Fe2O3,0.5,0,
铅钡,Ward,5,75,0.36823104693140796,SiO2+P2O5+K2O+Al2O3+PbO+SrO+Fe2O3,0.5,0,
铅钡,Ward,6,75,0.4801309906165376,SiO2+P2O5+K2O+Al2O3+PbO+SrO+Fe2O3,0.5,0,
铅钡,Ward,2,76,-0.018170426065162906,Al2O3+MgO+Fe2O3+SiO2+PbO+K2O,0.4,0,
铅钡,Ward,3,76,0.13267779911173175,Al2O3+MgO+Fe2O3+SiO2+PbO+K2O,0.4,0,
铅钡,Ward,4,76,0.044137170400931354,Al2O3+MgO+Fe2O3+SiO2+PbO+K2O,0.4,0,
铅钡,Ward,5,76,0.2206585983675767,Al2O3+MgO+Fe2O3+SiO2+PbO+K2O,0.4,0,
铅钡,Ward,6,76,0.14878573624346758,Al2O3+MgO+Fe2O3+SiO2+PbO+K2O,0.4,0,
铅钡,Ward,2,77,1.0,Al2O3+CaO+SiO2+CuO+BaO+K2O,0.75,0,
铅钡,Ward,3,77,1.0,Al2O3+CaO+SiO2+CuO+BaO+K2O,0.75,0,
铅钡,Ward,4,77,0.5465292042944072,Al2O3+CaO+SiO2+CuO+BaO+K2O,0.75,0,
铅钡,Ward,5,77,0.6639615956109269,Al2O3+CaO+SiO2+CuO+BaO+K2O,0.75,0,
铅钡,Ward,6,77,0.7760122523212405,Al2O3+CaO+SiO2+CuO+BaO+K2O,0.75,0,
铅钡,Ward,2,78,0.03200826019617966,SiO2+CaO+Fe2O3+PbO+P2O5+Na2O+SO2,0.25,0,
铅钡,Ward,3,78,0.08076024770190061,SiO2+CaO+Fe2O3+PbO+P2O5+Na2O+SO2,0.25,0,
铅钡,Ward,4,78,0.18102896360982357,SiO2+CaO+Fe2O3+PbO+P2O5+Na2O+SO2,0.25,0,
铅钡,Ward,5,78,0.2812562341474536,SiO2+CaO+Fe2O3+PbO+P2O5+Na2O+SO2,0.25,0,
铅钡,Ward,6,78,0.39206323069323235,SiO2+CaO+Fe2O3+PbO+P2O5+Na2O+SO2,0.25,0,
铅钡,Ward,2,79,0.8049281314168378,PbO+BaO+SrO+Al2O3+CuO+SiO2+Fe2O3,0.6666666666666666,0,
铅钡,Ward,3,79,0.5863788048691517,PbO+BaO+SrO+Al2O3+CuO+SiO2+Fe2O3,0.6666666666666666,0,
铅钡,Ward,4,79,0.2896341463414634,PbO+BaO+SrO+Al2O3+CuO+SiO2+Fe2O3,0.6666666666666666,0,
铅钡,Ward,5,79,0.2947799385875128,PbO+BaO+SrO+Al2O3+CuO+SiO2+Fe2O3,0.6666666666666666,0,
铅钡,Ward,6,79,0.3890878020994385,PbO+BaO+SrO+Al2O3+CuO+SiO2+Fe2O3,0.6666666666666666,0,
铅钡,Ward,2,80,0.6311475409836066,Al2O3+SrO+BaO+SiO2+MgO+Fe2O3+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,3,80,0.4320310683860028,Al2O3+SrO+BaO+SiO2+MgO+Fe2O3+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,4,80,0.3373933281613654,Al2O3+SrO+BaO+SiO2+MgO+Fe2O3+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,5,80,0.3405046480743692,Al2O3+SrO+BaO+SiO2+MgO+Fe2O3+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,6,80,0.4367952522255193,Al2O3+SrO+BaO+SiO2+MgO+Fe2O3+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,2,81,0.23578860737170065,K2O+Fe2O3+PbO+SrO+MgO+CuO+SiO2+BaO,0.6,0,
铅钡,Ward,3,81,0.15555821228605018,K2O+Fe2O3+PbO+SrO+MgO+CuO+SiO2+BaO,0.6,0,
铅钡,Ward,4,81,0.238119127975919,K2O+Fe2O3+PbO+SrO+MgO+CuO+SiO2+BaO,0.6,0,
铅钡,Ward,5,81,0.15730024482528376,K2O+Fe2O3+PbO+SrO+MgO+CuO+SiO2+BaO,0.6,0,
铅钡,Ward,6,81,0.1897451642615904,K2O+Fe2O3+PbO+SrO+MgO+CuO+SiO2+BaO,0.6,0,
铅钡,Ward,2,82,0.23157251788071642,SiO2+BaO+CaO+Al2O3+K2O+Fe2O3,0.75,0,
铅钡,Ward,3,82,0.14761041764238733,SiO2+BaO+CaO+Al2O3+K2O+Fe2O3,0.75,0,
铅钡,Ward,4,82,0.2600128017556694,SiO2+BaO+CaO+Al2O3+K2O+Fe2O3,0.75,0,
铅钡,Ward,5,82,0.3758002560819462,SiO2+BaO+CaO+Al2O3+K2O+Fe2O3,0.75,0,
铅钡,Ward,6,82,0.5243438384232608,SiO2+BaO+CaO+Al2O3+K2O+Fe2O3,0.75,0,
铅钡,Ward,2,83,0.03849946747662814,PbO+K2O+SiO2+CaO+MgO+Al2O3+Fe2O3,0.5,0,
铅钡,Ward,3,83,0.030617109080260954,PbO+K2O+SiO2+CaO+MgO+Al2O3+Fe2O3,0.5,0,
铅钡,Ward,4,83,0.07862679955703211,PbO+K2O+SiO2+CaO+MgO+Al2O3+Fe2O3,0.5,0,
铅钡,Ward,5,83,0.10513447432762836,PbO+K2O+SiO2+CaO+MgO+Al2O3+Fe2O3,0.5,0,
铅钡,Ward,6,83,0.18050512056795462,PbO+K2O+SiO2+CaO+MgO+Al2O3+Fe2O3,0.5,0,
铅钡,Ward,2,84,-0.015284488709200275,PbO+SrO+CaO+P2O5+Na2O+Al2O3+BaO+K2O,0.45454545454545453,0,
铅钡,Ward,3,84,0.1605955693379495,PbO+SrO+CaO+P2O5+Na2O+Al2O3+BaO+K2O,0.45454545454545453,0,
铅钡,Ward,4,84,0.25049030032371633,PbO+SrO+CaO+P2O5+Na2O+Al2O3+BaO+K2O,0.45454545454545453,0,
铅钡,Ward,5,84,0.2490415500984354,PbO+SrO+CaO+P2O5+Na2O+Al2O3+BaO+K2O,0.45454545454545453,0,
铅钡,Ward,6,84,0.29293757516125507,PbO+SrO+CaO+P2O5+Na2O+Al2O3+BaO+K2O,0.45454545454545453,0,
铅钡,Ward,2,85,0.28840494408475575,Al2O3+BaO+SiO2+MgO+CuO+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,3,85,0.4457978075517661,Al2O3+BaO+SiO2+MgO+CuO+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,4,85,0.19407663874982453,Al2O3+BaO+SiO2+MgO+CuO+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,5,85,0.3262411347517731,Al2O3+BaO+SiO2+MgO+CuO+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,6,85,0.4264041690793283,Al2O3+BaO+SiO2+MgO+CuO+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,2,86,1.0,Al2O3+PbO+CuO+SiO2+SrO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,3,86,0.7922939838997112,Al2O3+PbO+CuO+SiO2+SrO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,4,86,0.4808500700607193,Al2O3+PbO+CuO+SiO2+SrO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,5,86,0.4095810866860224,Al2O3+PbO+CuO+SiO2+SrO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,6,86,0.49239994421977407,Al2O3+PbO+CuO+SiO2+SrO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,2,87,0.07157432114267775,K2O+Fe2O3+SiO2+MgO+Al2O3+CuO+BaO+SrO,0.7777777777777778,0,
铅钡,Ward,3,87,0.26350881498752404,K2O+Fe2O3+SiO2+MgO+Al2O3+CuO+BaO+SrO,0.7777777777777778,0,
铅钡,Ward,4,87,0.14056665934548648,K2O+Fe2O3+SiO2+MgO+Al2O3+CuO+BaO+SrO,0.7777777777777778,0,
铅钡,Ward,5,87,0.2602510460251046,K2O+Fe2O3+SiO2+MgO+Al2O3+CuO+BaO+SrO,0.7777777777777778,0,
铅钡,Ward,6,87,0.4434381689445085,K2O+Fe2O3+SiO2+MgO+Al2O3+CuO+BaO+SrO,0.7777777777777778,0,
铅钡,Ward,2,88,0.3441718395901074,PbO+BaO+Al2O3+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,3,88,0.1838651043308539,PbO+BaO+Al2O3+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,4,88,0.20266254605966955,PbO+BaO+Al2O3+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,5,88,0.19585503185386874,PbO+BaO+Al2O3+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,6,88,0.2369221411192214,PbO+BaO+Al2O3+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,2,89,0.13513513513513514,PbO+Al2O3+Fe2O3+SiO2+CuO+K2O,0.5555555555555556,0,
铅钡,Ward,3,89,0.31940552619444545,PbO+Al2O3+Fe2O3+SiO2+CuO+K2O,0.5555555555555556,0,
铅钡,Ward,4,89,0.1384528240815666,PbO+Al2O3+Fe2O3+SiO2+CuO+K2O,0.5555555555555556,0,
铅钡,Ward,5,89,0.13711583924349882,PbO+Al2O3+Fe2O3+SiO2+CuO+K2O,0.5555555555555556,0,
铅钡,Ward,6,89,0.20421260490373538,PbO+Al2O3+Fe2O3+SiO2+CuO+K2O,0.5555555555555556,0,
铅钡,Ward,2,90,0.899996055071206,CaO+SiO2+K2O+MgO+CuO+Fe2O3+Al2O3+SrO,0.7777777777777778,0,
铅钡,Ward,3,90,0.6830092139188135,CaO+SiO2+K2O+MgO+CuO+Fe2O3+Al2O3+SrO,0.7777777777777778,0,
铅钡,Ward,4,90,0.39326215371007994,CaO+SiO2+K2O+MgO+CuO+Fe2O3+Al2O3+SrO,0.7777777777777778,0,
铅钡,Ward,5,90,0.5699904122722914,CaO+SiO2+K2O+MgO+CuO+Fe2O3+Al2O3+SrO,0.7777777777777778,0,
铅钡,Ward,6,90,0.5284903280067283,CaO+SiO2+K2O+MgO+CuO+Fe2O3+Al2O3+SrO,0.7777777777777778,0,
铅钡,Ward,2,91,0.4711337122345199,CaO+SiO2+K2O+Al2O3+SrO+CuO+BaO+Fe2O3,1.0,0,
铅钡,Ward,3,91,0.27350283134115805,CaO+SiO2+K2O+Al2O3+SrO+CuO+BaO+Fe2O3,1.0,0,
铅钡,Ward,4,91,0.4649989913253984,CaO+SiO2+K2O+Al2O3+SrO+CuO+BaO+Fe2O3,1.0,0,
铅钡,Ward,5,91,0.6264467207662632,CaO+SiO2+K2O+Al2O3+SrO+CuO+BaO+Fe2O3,1.0,0,
铅钡,Ward,6,91,0.4608351399754925,CaO+SiO2+K2O+Al2O3+SrO+CuO+BaO+Fe2O3,1.0,0,
铅钡,Ward,2,92,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,3,92,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,4,92,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,5,92,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,6,92,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,2,93,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,3,93,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,4,93,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,5,93,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,6,93,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,2,94,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,3,94,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,4,94,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,5,94,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,6,94,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,2,95,0.8999407933688574,CuO+PbO+SrO+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,3,95,0.5892728532797021,CuO+PbO+SrO+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,4,95,0.4550357266945632,CuO+PbO+SrO+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,5,95,0.4023720145802731,CuO+PbO+SrO+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,6,95,0.35329268662602,CuO+PbO+SrO+Fe2O3+SiO2+K2O,0.5555555555555556,0,
铅钡,Ward,2,96,0.2314513745196571,PbO+Al2O3+P2O5+MgO+SnO2+SiO2+CaO+Fe2O3,0.3333333333333333,0,
铅钡,Ward,3,96,0.23409589470385458,PbO+Al2O3+P2O5+MgO+SnO2+SiO2+CaO+Fe2O3,0.3333333333333333,0,
铅钡,Ward,4,96,0.11828177987873806,PbO+Al2O3+P2O5+MgO+SnO2+SiO2+CaO+Fe2O3,0.3333333333333333,0,
铅钡,Ward,5,96,0.21426172960102569,PbO+Al2O3+P2O5+MgO+SnO2+SiO2+CaO+Fe2O3,0.3333333333333333,0,
铅钡,Ward,6,96,0.35511700636255794,PbO+Al2O3+P2O5+MgO+SnO2+SiO2+CaO+Fe2O3,0.3333333333333333,0,
铅钡,Ward,2,97,0.8033126293995859,SiO2+K2O+CuO+Fe2O3+BaO+PbO+Al2O3,0.6666666666666666,0,
铅钡,Ward,3,97,0.40623687526249475,SiO2+K2O+CuO+Fe2O3+BaO+PbO+Al2O3,0.6666666666666666,0,
铅钡,Ward,4,97,0.4144144144144144,SiO2+K2O+CuO+Fe2O3+BaO+PbO+Al2O3,0.6666666666666666,0,
铅钡,Ward,5,97,0.25877657408161603,SiO2+K2O+CuO+Fe2O3+BaO+PbO+Al2O3,0.6666666666666666,0,
铅钡,Ward,6,97,0.25925925925925924,SiO2+K2O+CuO+Fe2O3+BaO+PbO+Al2O3,0.6666666666666666,0,
铅钡,Ward,2,98,0.03880279190819827,CaO+P2O5+SO2+SiO2+SrO+MgO+CuO+BaO+Fe2O3,0.5454545454545454,0,
铅钡,Ward,3,98,0.14147496888674777,CaO+P2O5+SO2+SiO2+SrO+MgO+CuO+BaO+Fe2O3,0.5454545454545454,0,
铅钡,Ward,4,98,0.3287275726954011,CaO+P2O5+SO2+SiO2+SrO+MgO+CuO+BaO+Fe2O3,0.5454545454545454,0,
铅钡,Ward,5,98,0.3409062539008863,CaO+P2O5+SO2+SiO2+SrO+MgO+CuO+BaO+Fe2O3,0.5454545454545454,0,
铅钡,Ward,6,98,0.4466292762496369,CaO+P2O5+SO2+SiO2+SrO+MgO+CuO+BaO+Fe2O3,0.5454545454545454,0,
铅钡,Ward,2,99,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,3,99,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,4,99,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,5,99,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,6,99,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,2,100,0.09395973154362416,Fe2O3+BaO+PbO+SrO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,3,100,0.4682323252879645,Fe2O3+BaO+PbO+SrO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,4,100,0.549053036696938,Fe2O3+BaO+PbO+SrO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,5,100,0.32579581131025714,Fe2O3+BaO+PbO+SrO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,6,100,0.32836733446104305,Fe2O3+BaO+PbO+SrO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,2,101,0.23084508431121192,P2O5+SiO2+CaO+Al2O3+K2O+Fe2O3,0.5555555555555556,0,
铅钡,Ward,3,101,0.23891751243707543,P2O5+SiO2+CaO+Al2O3+K2O+Fe2O3,0.5555555555555556,0,
铅钡,Ward,4,101,0.20398009950248755,P2O5+SiO2+CaO+Al2O3+K2O+Fe2O3,0.5555555555555556,0,
铅钡,Ward,5,101,0.3085890392603511,P2O5+SiO2+CaO+Al2O3+K2O+Fe2O3,0.5555555555555556,0,
铅钡,Ward,6,101,0.36754366069403493,P2O5+SiO2+CaO+Al2O3+K2O+Fe2O3,0.5555555555555556,0,
铅钡,Ward,2,102,-0.02195504443282802,Al2O3+Na2O+SrO+SiO2+CaO+BaO+MgO+Fe2O3+K2O,0.7,0,
铅钡,Ward,3,102,0.07385478743258723,Al2O3+Na2O+SrO+SiO2+CaO+BaO+MgO+Fe2O3+K2O,0.7,0,
铅钡,Ward,4,102,0.06608770773182986,Al2O3+Na2O+SrO+SiO2+CaO+BaO+MgO+Fe2O3+K2O,0.7,0,
铅钡,Ward,5,102,0.16535471809505067,Al2O3+Na2O+SrO+SiO2+CaO+BaO+MgO+Fe2O3+K2O,0.7,0,
铅钡,Ward,6,102,0.14306828258941767,Al2O3+Na2O+SrO+SiO2+CaO+BaO+MgO+Fe2O3+K2O,0.7,0,
铅钡,Ward,2,103,0.2841918294849023,K2O+Fe2O3+PbO+CuO+BaO+SiO2+CaO+SrO,0.7777777777777778,0,
铅钡,Ward,3,103,0.29015198744545007,K2O+Fe2O3+PbO+CuO+BaO+SiO2+CaO+SrO,0.7777777777777778,0,
铅钡,Ward,4,103,0.49433170407144866,K2O+Fe2O3+PbO+CuO+BaO+SiO2+CaO+SrO,0.7777777777777778,0,
铅钡,Ward,5,103,0.5761707172495554,K2O+Fe2O3+PbO+CuO+BaO+SiO2+CaO+SrO,0.7777777777777778,0,
铅钡,Ward,6,103,0.6936026936026936,K2O+Fe2O3+PbO+CuO+BaO+SiO2+CaO+SrO,0.7777777777777778,0,
铅钡,Ward,2,104,1.0,PbO+Al2O3+CuO+BaO+SiO2+MgO+SrO+K2O,0.6,0,
铅钡,Ward,3,104,0.6862829218589748,PbO+Al2O3+CuO+BaO+SiO2+MgO+SrO+K2O,0.6,0,
铅钡,Ward,4,104,0.553111034719835,PbO+Al2O3+CuO+BaO+SiO2+MgO+SrO+K2O,0.6,0,
铅钡,Ward,5,104,0.47424364192569934,PbO+Al2O3+CuO+BaO+SiO2+MgO+SrO+K2O,0.6,0,
铅钡,Ward,6,104,0.49102658722301223,PbO+Al2O3+CuO+BaO+SiO2+MgO+SrO+K2O,0.6,0,
铅钡,Ward,2,105,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,3,105,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,4,105,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,5,105,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,6,105,,,,1,活动成分SO2在训练集中全缺失
铅钡,Ward,2,106,0.3441718395901074,K2O+PbO+SiO2+CaO+SrO+SO2+Al2O3+BaO+MgO,0.5454545454545454,0,
铅钡,Ward,3,106,0.23988047894408737,K2O+PbO+SiO2+CaO+SrO+SO2+Al2O3+BaO+MgO,0.5454545454545454,0,
铅钡,Ward,4,106,0.2937374620446332,K2O+PbO+SiO2+CaO+SrO+SO2+Al2O3+BaO+MgO,0.5454545454545454,0,
铅钡,Ward,5,106,0.46769004422621846,K2O+PbO+SiO2+CaO+SrO+SO2+Al2O3+BaO+MgO,0.5454545454545454,0,
铅钡,Ward,6,106,0.5451296136047256,K2O+PbO+SiO2+CaO+SrO+SO2+Al2O3+BaO+MgO,0.5454545454545454,0,
铅钡,Ward,2,107,0.004486987735566856,Al2O3+PbO+SrO+CaO+SiO2+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,3,107,0.15426781519185592,Al2O3+PbO+SrO+CaO+SiO2+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,4,107,0.27027232041265264,Al2O3+PbO+SrO+CaO+SiO2+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,5,107,0.2913072329130723,Al2O3+PbO+SrO+CaO+SiO2+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,6,107,0.38387909905096007,Al2O3+PbO+SrO+CaO+SiO2+K2O+Fe2O3,0.6666666666666666,0,
铅钡,Ward,2,108,0.40860215053763443,CuO+SiO2+Na2O+Al2O3+BaO+SrO+Fe2O3,0.6666666666666666,0,
铅钡,Ward,3,108,0.2735101054901265,CuO+SiO2+Na2O+Al2O3+BaO+SrO+Fe2O3,0.6666666666666666,0,
铅钡,Ward,4,108,0.2253542564040121,CuO+SiO2+Na2O+Al2O3+BaO+SrO+Fe2O3,0.6666666666666666,0,
铅钡,Ward,5,108,0.15958459541324102,CuO+SiO2+Na2O+Al2O3+BaO+SrO+Fe2O3,0.6666666666666666,0,
铅钡,Ward,6,108,0.3161160005771173,CuO+SiO2+Na2O+Al2O3+BaO+SrO+Fe2O3,0.6666666666666666,0,
铅钡,Ward,2,109,0.10184442662389735,PbO+CaO+SiO2+P2O5+Fe2O3+K2O+BaO,0.5,0,
铅钡,Ward,3,109,0.07004319471499958,PbO+CaO+SiO2+P2O5+Fe2O3+K2O+BaO,0.5,0,
铅钡,Ward,4,109,0.5533419023136247,PbO+CaO+SiO2+P2O5+Fe2O3+K2O+BaO,0.5,0,
铅钡,Ward,5,109,0.5140960349217898,PbO+CaO+SiO2+P2O5+Fe2O3+K2O+BaO,0.5,0,
铅钡,Ward,6,109,0.3447658813003281,PbO+CaO+SiO2+P2O5+Fe2O3+K2O+BaO,0.5,0,
铅钡,Ward,2,110,0.029850746268656716,PbO+Fe2O3+BaO+CuO+SiO2+MgO+K2O,0.5,0,
铅钡,Ward,3,110,0.48317331584073786,PbO+Fe2O3+BaO+CuO+SiO2+MgO+K2O,0.5,0,
铅钡,Ward,4,110,0.3407396924238136,PbO+Fe2O3+BaO+CuO+SiO2+MgO+K2O,0.5,0,
铅钡,Ward,5,110,0.26882226756657773,PbO+Fe2O3+BaO+CuO+SiO2+MgO+K2O,0.5,0,
铅钡,Ward,6,110,0.2603358557459543,PbO+Fe2O3+BaO+CuO+SiO2+MgO+K2O,0.5,0,
铅钡,Ward,2,111,0.12975912975912976,PbO+SrO+Fe2O3+SiO2+P2O5+MgO+CaO+Al2O3,0.45454545454545453,0,
铅钡,Ward,3,111,0.07660131406736075,PbO+SrO+Fe2O3+SiO2+P2O5+MgO+CaO+Al2O3,0.45454545454545453,0,
铅钡,Ward,4,111,0.18121379417596517,PbO+SrO+Fe2O3+SiO2+P2O5+MgO+CaO+Al2O3,0.45454545454545453,0,
铅钡,Ward,5,111,0.24369538077403247,PbO+SrO+Fe2O3+SiO2+P2O5+MgO+CaO+Al2O3,0.45454545454545453,0,
铅钡,Ward,6,111,0.3478827361563518,PbO+SrO+Fe2O3+SiO2+P2O5+MgO+CaO+Al2O3,0.45454545454545453,0,
铅钡,Ward,2,112,0.6306818181818182,K2O+CuO+Fe2O3+CaO+BaO+SiO2+MgO+SrO,0.7777777777777778,0,
铅钡,Ward,3,112,0.5340501792114696,K2O+CuO+Fe2O3+CaO+BaO+SiO2+MgO+SrO,0.7777777777777778,0,
铅钡,Ward,4,112,0.420522772757596,K2O+CuO+Fe2O3+CaO+BaO+SiO2+MgO+SrO,0.7777777777777778,0,
铅钡,Ward,5,112,0.6291728643783774,K2O+CuO+Fe2O3+CaO+BaO+SiO2+MgO+SrO,0.7777777777777778,0,
铅钡,Ward,6,112,0.6866386188887277,K2O+CuO+Fe2O3+CaO+BaO+SiO2+MgO+SrO,0.7777777777777778,0,
铅钡,Ward,2,113,0.4080425783560024,CuO+Al2O3+Fe2O3+P2O5+SiO2+Na2O+K2O,0.5,0,
铅钡,Ward,3,113,0.4083364224226698,CuO+Al2O3+Fe2O3+P2O5+SiO2+Na2O+K2O,0.5,0,
铅钡,Ward,4,113,0.2152731748887416,CuO+Al2O3+Fe2O3+P2O5+SiO2+Na2O+K2O,0.5,0,
铅钡,Ward,5,113,0.32583668959617923,CuO+Al2O3+Fe2O3+P2O5+SiO2+Na2O+K2O,0.5,0,
铅钡,Ward,6,113,0.2833333333333333,CuO+Al2O3+Fe2O3+P2O5+SiO2+Na2O+K2O,0.5,0,
铅钡,Ward,2,114,0.4749034749034749,SiO2+MgO+BaO+K2O+Al2O3+PbO+Fe2O3,0.5,0,
铅钡,Ward,3,114,0.25235774755511464,SiO2+MgO+BaO+K2O+Al2O3+PbO+Fe2O3,0.5,0,
铅钡,Ward,4,114,0.1943066768947996,SiO2+MgO+BaO+K2O+Al2O3+PbO+Fe2O3,0.5,0,
铅钡,Ward,5,114,0.18779146239387778,SiO2+MgO+BaO+K2O+Al2O3+PbO+Fe2O3,0.5,0,
铅钡,Ward,6,114,0.21764889304646087,SiO2+MgO+BaO+K2O+Al2O3+PbO+Fe2O3,0.5,0,
铅钡,Ward,2,115,0.2857142857142857,CaO+BaO+Fe2O3+PbO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,3,115,0.513715710723192,CaO+BaO+Fe2O3+PbO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,4,115,0.521250226233662,CaO+BaO+Fe2O3+PbO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,5,115,0.534413540132282,CaO+BaO+Fe2O3+PbO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,6,115,0.5138175951727462,CaO+BaO+Fe2O3+PbO+SiO2+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,2,116,-0.08541533205210335,Al2O3+CuO+BaO+CaO+SiO2+P2O5+SO2+K2O,0.6,0,
铅钡,Ward,3,116,0.24585139339248482,Al2O3+CuO+BaO+CaO+SiO2+P2O5+SO2+K2O,0.6,0,
铅钡,Ward,4,116,0.4590890177937685,Al2O3+CuO+BaO+CaO+SiO2+P2O5+SO2+K2O,0.6,0,
铅钡,Ward,5,116,0.5215936739659367,Al2O3+CuO+BaO+CaO+SiO2+P2O5+SO2+K2O,0.6,0,
铅钡,Ward,6,116,0.5991561181434599,Al2O3+CuO+BaO+CaO+SiO2+P2O5+SO2+K2O,0.6,0,
铅钡,Ward,2,117,-0.008892064626255409,PbO+BaO+SiO2+Fe2O3+K2O,0.4444444444444444,0,
铅钡,Ward,3,117,0.10155401536243903,PbO+BaO+SiO2+Fe2O3+K2O,0.4444444444444444,0,
铅钡,Ward,4,117,0.16624912315863313,PbO+BaO+SiO2+Fe2O3+K2O,0.4444444444444444,0,
铅钡,Ward,5,117,0.08615196532434335,PbO+BaO+SiO2+Fe2O3+K2O,0.4444444444444444,0,
铅钡,Ward,6,117,0.14038009404388715,PbO+BaO+SiO2+Fe2O3+K2O,0.4444444444444444,0,
铅钡,Ward,2,118,0.06644570707070707,PbO+SiO2+Fe2O3+CaO+K2O+SrO+BaO,0.6666666666666666,0,
铅钡,Ward,3,118,0.03433826730518067,PbO+SiO2+Fe2O3+CaO+K2O+SrO+BaO,0.6666666666666666,0,
铅钡,Ward,4,118,0.23672514619883042,PbO+SiO2+Fe2O3+CaO+K2O+SrO+BaO,0.6666666666666666,0,
铅钡,Ward,5,118,0.33463237204468693,PbO+SiO2+Fe2O3+CaO+K2O+SrO+BaO,0.6666666666666666,0,
铅钡,Ward,6,118,0.37315634218289084,PbO+SiO2+Fe2O3+CaO+K2O+SrO+BaO,0.6666666666666666,0,
铅钡,Ward,2,119,0.02664820903270462,SiO2+Na2O+CaO+CuO+PbO+Fe2O3+SrO+K2O,0.6,0,
铅钡,Ward,3,119,0.590118169457235,SiO2+Na2O+CaO+CuO+PbO+Fe2O3+SrO+K2O,0.6,0,
