repeat_id,outer_fold,model,config_json
17,4,Logistic,"{""C"": 1, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡""], ""threshold"": 0.4600000000000001}"
17,4,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 3, ""min_samples_leaf"": 5, ""threshold"": 0.5}"
17,4,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": 0.3, ""threshold"": 0.5}"
18,0,Logistic,"{""C"": 1000, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""threshold"": 0.51}"
18,0,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 1, ""min_samples_leaf"": 4, ""threshold"": 0.5}"
18,0,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": ""auto"", ""threshold"": 0.5}"
18,1,Logistic,"{""C"": 100, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""threshold"": 0.5}"
18,1,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 2, ""min_samples_leaf"": 8, ""threshold"": 0.5}"
18,1,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": ""auto"", ""threshold"": 0.5}"
18,2,Logistic,"{""C"": 1, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝""], ""threshold"": 0.5}"
18,2,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 3, ""min_samples_leaf"": 6, ""threshold"": 0.5}"
18,2,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": ""auto"", ""threshold"": 0.5}"
18,3,Logistic,"{""C"": 10, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""threshold"": 0.49000000000000005}"
18,3,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 1, ""min_samples_leaf"": 8, ""threshold"": 0.5}"
18,3,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": ""auto"", ""threshold"": 0.5}"
18,4,Logistic,"{""C"": 100, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""threshold"": 0.5}"
18,4,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 3, ""min_samples_leaf"": 3, ""threshold"": 0.5}"
18,4,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": 0.5, ""threshold"": 0.5}"
19,0,Logistic,"{""C"": 1000, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""threshold"": 0.21000000000000002}"
19,0,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 3, ""min_samples_leaf"": 4, ""threshold"": 0.4}"
19,0,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": 0.5, ""threshold"": 0.5}"
19,1,Logistic,"{""C"": 100, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""threshold"": 0.48000000000000004}"
19,1,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 2, ""min_samples_leaf"": 4, ""threshold"": 0.5}"
19,1,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": ""auto"", ""threshold"": 0.22000000000000003}"
19,2,Logistic,"{""C"": 1000, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""threshold"": 0.5}"
19,2,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 3, ""min_samples_leaf"": 3, ""threshold"": 0.5}"
19,2,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": ""auto"", ""threshold"": 0.5}"
19,3,Logistic,"{""C"": 1000, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""threshold"": 0.5}"
19,3,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 2, ""min_samples_leaf"": 4, ""threshold"": 0.5}"
19,3,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": ""auto"", ""threshold"": 0.42000000000000004}"
19,4,Logistic,"{""C"": 1, ""class_weight"": ""none"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝""], ""threshold"": 0.5}"
19,4,CART,"{""ccp_alpha"": 0.0, ""class_weight"": ""balanced"", ""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""max_depth"": 4, ""min_samples_leaf"": 4, ""threshold"": 0.5}"
19,4,LDA,"{""features"": [""钾_相对_铅钡"", ""铅钡_相对_硅铝"", ""硅铝_相对_总助熔""], ""shrinkage"": ""auto"", ""threshold"": 0.5}"
